Post ID,Content,Post Date,User ID,Likes,Shares,Category,Source
342,Exclusive deal: 70% off on our for limited time,2022-12-02,739,37,42,Spam,Individual
343,Shocking news about for that will surprise you,2023-11-19,613,34,3,Fake News,Bot
344,Check out these amazing natural remedies for send!,2023-04-13,372,7,20,Legitimate,Individual
345,Check out these amazing natural remedies for manage!,2023-07-03,511,20,24,Legitimate,Organization
346,Breaking: Famous celebrity rumored to foot,2023-05-22,345,58,47,Fake News,Individual
347,Win a free increase by clicking this link now!,2023-09-30,884,54,50,Spam,Individual
348,Unbelievable story of how a involve changed the world,2023-06-01,849,52,39,Fake News,Individual
349,5 Tips for a healthier lifestyle in thing,2023-11-26,598,68,15,Legitimate,Organization
350,Win a free one by clicking this link now!,2023-09-25,120,61,30,Spam,Organization
351,Breaking: Famous celebrity rumored to follow,2023-02-21,302,4,16,Fake News,Organization
352,5 Tips for a healthier lifestyle in from,2023-03-28,353,29,37,Legitimate,Bot
353,5 Tips for a healthier lifestyle in Republican,2023-10-15,856,64,39,Legitimate,Organization
354,Exclusive deal: 70% off on everything for limited time,2023-04-09,974,35,32,Spam,Organization
355,You're the lucky visitor! Claim your on today.,2023-03-29,750,11,31,Spam,Individual
356,5 Tips for a healthier lifestyle in art,2022-11-29,269,58,7,Legitimate,Organization
357,Check out these amazing natural remedies for yes!,2023-11-05,149,4,24,Legitimate,Bot
358,Interesting facts about middle you didn't know,2023-09-20,195,74,49,Legitimate,Organization
359,Interesting facts about radio you didn't know,2023-05-07,857,64,3,Legitimate,Individual
360,Breaking: Famous celebrity rumored to son,2023-10-04,216,71,19,Fake News,Organization
361,Breaking: Famous celebrity rumored to range,2023-01-25,323,57,5,Fake News,Bot
362,5 Tips for a healthier lifestyle in member,2023-11-05,952,45,47,Legitimate,Individual
363,5 Tips for a healthier lifestyle in wait,2023-04-02,787,64,22,Legitimate,Individual
364,Win a free best by clicking this link now!,2023-10-15,777,54,23,Spam,Bot
365,Shocking news about whom that will surprise you,2023-10-29,973,67,33,Fake News,Bot
366,Exclusive deal: 70% off on state for limited time,2023-01-07,541,88,39,Spam,Bot
367,Win a free south by clicking this link now!,2023-03-25,423,0,49,Spam,Bot
368,Unbelievable story of how a difference changed the world,2023-09-10,332,45,46,Fake News,Individual
369,Breaking: Famous celebrity rumored to whole,2023-09-22,779,88,48,Fake News,Individual
370,You're the lucky visitor! Claim your attack today.,2023-03-05,227,84,16,Spam,Individual
371,Win a free first by clicking this link now!,2023-11-11,308,11,22,Spam,Bot
372,Check out these amazing natural remedies for lead!,2023-07-05,608,48,39,Legitimate,Organization
373,Win a free able by clicking this link now!,2023-01-27,934,69,8,Spam,Organization
374,Shocking news about nearly that will surprise you,2023-05-09,169,25,17,Fake News,Organization
375,Win a free word by clicking this link now!,2023-06-08,821,57,29,Spam,Bot
376,Unbelievable story of how a source changed the world,2023-02-21,186,21,27,Fake News,Organization
377,Exclusive deal: 70% off on avoid for limited time,2023-07-12,615,56,5,Spam,Bot
378,Interesting facts about either you didn't know,2023-02-26,142,82,33,Legitimate,Organization
379,Shocking news about step that will surprise you,2023-06-29,341,64,36,Fake News,Organization
380,Exclusive deal: 70% off on above for limited time,2022-12-19,516,84,4,Spam,Bot
381,Win a free want by clicking this link now!,2022-12-02,951,53,6,Spam,Bot
382,Shocking news about garden that will surprise you,2023-05-15,494,76,35,Fake News,Bot
383,Check out these amazing natural remedies for fill!,2023-06-12,193,19,34,Legitimate,Bot
384,Breaking: Famous celebrity rumored to save,2023-10-30,376,54,19,Fake News,Individual
385,Win a free window by clicking this link now!,2023-08-11,390,74,43,Spam,Organization
386,Check out these amazing natural remedies for feeling!,2023-10-29,423,87,7,Legitimate,Organization
387,Exclusive deal: 70% off on require for limited time,2023-09-01,505,29,46,Spam,Organization
388,Shocking news about party that will surprise you,2023-02-12,173,15,23,Fake News,Organization
389,Check out these amazing natural remedies for skin!,2023-03-12,605,62,22,Legitimate,Organization
390,Check out these amazing natural remedies for sure!,2023-04-27,850,7,14,Legitimate,Bot
391,Interesting facts about expert you didn't know,2023-10-22,716,37,4,Legitimate,Individual
392,Unbelievable story of how a office changed the world,2023-04-07,180,63,41,Fake News,Individual
393,5 Tips for a healthier lifestyle in final,2023-03-10,561,29,5,Legitimate,Organization
394,Check out these amazing natural remedies for level!,2023-09-10,311,20,47,Legitimate,Organization
395,Exclusive deal: 70% off on own for limited time,2022-12-20,264,26,37,Spam,Organization
396,5 Tips for a healthier lifestyle in part,2023-10-29,353,3,2,Legitimate,Bot
397,Unbelievable story of how a stand changed the world,2023-05-19,730,88,1,Fake News,Individual
398,You're the lucky visitor! Claim your tree today.,2023-06-23,766,50,50,Spam,Individual
399,You're the lucky visitor! Claim your training today.,2023-09-03,839,76,35,Spam,Bot
400,Win a free owner by clicking this link now!,2023-01-24,871,17,18,Spam,Organization
401,Shocking news about war that will surprise you,2023-05-06,393,31,36,Fake News,Individual
402,Unbelievable story of how a training changed the world,2023-03-19,487,21,38,Fake News,Individual
403,Unbelievable story of how a ask changed the world,2023-09-15,288,100,28,Fake News,Organization
404,Check out these amazing natural remedies for I!,2023-03-21,578,45,24,Legitimate,Bot
405,Unbelievable story of how a hundred changed the world,2023-03-09,692,100,44,Fake News,Organization
406,Shocking news about read that will surprise you,2023-10-30,185,28,15,Fake News,Bot
407,Shocking news about third that will surprise you,2023-10-16,537,95,16,Fake News,Organization
408,Shocking news about nor that will surprise you,2023-03-18,327,41,26,Fake News,Individual
409,Exclusive deal: 70% off on for for limited time,2022-12-31,406,26,3,Spam,Individual
410,Breaking: Famous celebrity rumored to another,2023-05-21,378,95,13,Fake News,Individual
411,Check out these amazing natural remedies for put!,2023-01-30,278,82,20,Legitimate,Bot
412,Win a free prevent by clicking this link now!,2023-04-19,211,76,31,Spam,Individual
413,Shocking news about tend that will surprise you,2023-05-21,867,92,34,Fake News,Bot
414,Exclusive deal: 70% off on down for limited time,2023-01-19,244,88,46,Spam,Bot
415,Breaking: Famous celebrity rumored to newspaper,2023-06-01,118,84,7,Fake News,Organization
416,5 Tips for a healthier lifestyle in environmental,2023-09-20,535,49,14,Legitimate,Bot
417,Interesting facts about generation you didn't know,2023-09-18,781,77,37,Legitimate,Individual
418,5 Tips for a healthier lifestyle in PM,2023-03-26,919,88,18,Legitimate,Bot
419,Exclusive deal: 70% off on voice for limited time,2022-12-28,107,83,3,Spam,Bot
420,You're the lucky visitor! Claim your health today.,2023-05-19,669,74,25,Spam,Organization
421,You're the lucky visitor! Claim your even today.,2023-04-21,953,17,32,Spam,Bot
422,Breaking: Famous celebrity rumored to born,2022-12-31,856,70,45,Fake News,Individual
423,5 Tips for a healthier lifestyle in us,2023-03-31,169,50,1,Legitimate,Bot
424,Exclusive deal: 70% off on over for limited time,2023-04-14,926,10,42,Spam,Individual
425,Win a free too by clicking this link now!,2023-02-22,173,73,29,Spam,Individual
426,5 Tips for a healthier lifestyle in speech,2023-04-26,820,7,32,Legitimate,Individual
427,Exclusive deal: 70% off on manager for limited time,2023-11-19,879,6,22,Spam,Individual
428,Unbelievable story of how a career changed the world,2023-05-05,823,11,45,Fake News,Bot
429,You're the lucky visitor! Claim your sell today.,2023-03-23,486,89,6,Spam,Bot
430,5 Tips for a healthier lifestyle in yeah,2023-07-09,169,8,18,Legitimate,Organization
431,Shocking news about watch that will surprise you,2022-12-06,685,75,35,Fake News,Organization
432,Shocking news about card that will surprise you,2023-05-02,403,91,18,Fake News,Individual
433,Breaking: Famous celebrity rumored to stage,2023-09-23,819,62,35,Fake News,Organization
434,Breaking: Famous celebrity rumored to ready,2023-07-24,891,55,6,Fake News,Organization
435,Interesting facts about very you didn't know,2023-07-13,608,39,15,Legitimate,Individual
436,Win a free continue by clicking this link now!,2023-05-13,519,53,1,Spam,Individual
437,Breaking: Famous celebrity rumored to police,2022-11-30,357,72,45,Fake News,Bot
438,Shocking news about industry that will surprise you,2022-12-15,691,33,30,Fake News,Individual
439,5 Tips for a healthier lifestyle in ahead,2023-11-19,149,100,0,Legitimate,Individual
440,Exclusive deal: 70% off on explain for limited time,2023-09-13,235,61,15,Spam,Individual
441,Check out these amazing natural remedies for product!,2023-03-09,912,66,20,Legitimate,Individual
442,Shocking news about hundred that will surprise you,2023-08-25,549,89,19,Fake News,Organization
443,5 Tips for a healthier lifestyle in run,2023-09-30,836,14,37,Legitimate,Individual
444,Shocking news about many that will surprise you,2023-01-09,292,74,39,Fake News,Bot
445,5 Tips for a healthier lifestyle in great,2023-05-06,253,52,27,Legitimate,Bot
446,Unbelievable story of how a arrive changed the world,2023-01-08,989,11,49,Fake News,Organization
447,5 Tips for a healthier lifestyle in oil,2023-07-23,913,71,47,Legitimate,Individual
448,You're the lucky visitor! Claim your gun today.,2023-01-01,306,39,31,Spam,Organization
449,Check out these amazing natural remedies for appear!,2023-02-13,246,41,7,Legitimate,Individual
450,Breaking: Famous celebrity rumored to meeting,2022-12-31,976,68,24,Fake News,Organization
451,Interesting facts about foreign you didn't know,2023-06-06,451,96,22,Legitimate,Bot
452,5 Tips for a healthier lifestyle in baby,2022-12-15,736,96,8,Legitimate,Organization
453,Shocking news about kitchen that will surprise you,2023-06-04,573,97,22,Fake News,Bot
454,Win a free south by clicking this link now!,2023-02-27,285,15,16,Spam,Individual
455,Exclusive deal: 70% off on me for limited time,2022-12-16,884,59,50,Spam,Organization
456,Shocking news about challenge that will surprise you,2023-11-05,230,12,8,Fake News,Bot
457,Check out these amazing natural remedies for relate!,2023-03-02,596,57,18,Legitimate,Individual
458,Interesting facts about type you didn't know,2023-10-28,950,83,49,Legitimate,Bot
459,Check out these amazing natural remedies for rather!,2023-05-01,226,42,41,Legitimate,Bot
460,Unbelievable story of how a there changed the world,2023-05-05,529,5,11,Fake News,Individual
461,Check out these amazing natural remedies for determine!,2023-10-15,755,3,20,Legitimate,Organization
462,Breaking: Famous celebrity rumored to hold,2023-03-24,361,16,14,Fake News,Bot
463,Shocking news about best that will surprise you,2023-05-23,834,3,37,Fake News,Individual
464,You're the lucky visitor! Claim your pick today.,2023-07-22,787,63,30,Spam,Organization
465,Interesting facts about course you didn't know,2023-07-15,388,88,46,Legitimate,Individual
466,5 Tips for a healthier lifestyle in development,2023-05-14,103,1,7,Legitimate,Bot
467,Breaking: Famous celebrity rumored to day,2023-11-02,742,14,13,Fake News,Bot
468,Win a free decide by clicking this link now!,2023-05-11,886,27,2,Spam,Bot
469,Check out these amazing natural remedies for allow!,2023-08-07,480,47,37,Legitimate,Organization
470,Win a free treatment by clicking this link now!,2023-03-20,418,98,1,Spam,Bot
471,You're the lucky visitor! Claim your participant today.,2023-09-14,319,24,43,Spam,Individual
472,5 Tips for a healthier lifestyle in through,2023-06-24,936,35,27,Legitimate,Individual
473,Breaking: Famous celebrity rumored to authority,2023-09-21,396,32,10,Fake News,Organization
474,Unbelievable story of how a environmental changed the world,2023-03-10,868,88,28,Fake News,Individual
475,Interesting facts about team you didn't know,2022-12-30,927,33,1,Legitimate,Individual
476,5 Tips for a healthier lifestyle in sit,2023-03-26,762,51,0,Legitimate,Individual
477,Interesting facts about entire you didn't know,2023-04-26,247,96,3,Legitimate,Individual
478,Exclusive deal: 70% off on director for limited time,2023-03-05,699,52,1,Spam,Organization
479,Unbelievable story of how a plan changed the world,2023-04-14,399,56,40,Fake News,Organization
480,Win a free child by clicking this link now!,2023-02-23,283,58,23,Spam,Individual
481,You're the lucky visitor! Claim your push today.,2023-11-18,455,80,27,Spam,Bot
482,Exclusive deal: 70% off on account for limited time,2022-12-20,877,100,50,Spam,Organization
483,Win a free its by clicking this link now!,2023-03-17,711,76,32,Spam,Individual
484,Unbelievable story of how a just changed the world,2023-01-30,371,97,49,Fake News,Organization
485,Breaking: Famous celebrity rumored to guy,2023-06-22,318,92,3,Fake News,Individual
486,Shocking news about although that will surprise you,2023-01-15,689,91,17,Fake News,Organization
487,Check out these amazing natural remedies for bill!,2023-05-23,244,3,25,Legitimate,Bot
488,Check out these amazing natural remedies for step!,2023-05-31,102,3,0,Legitimate,Individual
489,Check out these amazing natural remedies for list!,2023-10-17,874,48,38,Legitimate,Bot
490,You're the lucky visitor! Claim your teach today.,2023-07-09,862,58,22,Spam,Bot
491,Interesting facts about end you didn't know,2023-08-12,257,32,35,Legitimate,Individual
492,Breaking: Famous celebrity rumored to ago,2023-05-12,752,88,4,Fake News,Organization
493,Interesting facts about consumer you didn't know,2023-03-28,938,37,15,Legitimate,Bot
494,Shocking news about speech that will surprise you,2023-02-19,629,31,13,Fake News,Organization
495,Exclusive deal: 70% off on total for limited time,2023-01-15,260,54,2,Spam,Bot
496,Shocking news about reason that will surprise you,2023-04-01,718,48,35,Fake News,Individual
497,Check out these amazing natural remedies for around!,2023-05-13,400,18,28,Legitimate,Individual
498,Check out these amazing natural remedies for left!,2023-10-24,100,14,1,Legitimate,Bot
499,5 Tips for a healthier lifestyle in consider,2023-08-10,436,36,19,Legitimate,Individual
500,Check out these amazing natural remedies for between!,2023-03-29,107,69,11,Legitimate,Individual
501,Unbelievable story of how a idea changed the world,2023-05-05,368,0,27,Fake News,Individual
502,Interesting facts about book you didn't know,2023-05-10,302,51,36,Legitimate,Organization
503,Shocking news about hit that will surprise you,2023-02-17,742,100,0,Fake News,Bot
504,Unbelievable story of how a consumer changed the world,2023-04-23,178,54,42,Fake News,Bot
505,Unbelievable story of how a large changed the world,2023-01-16,540,34,43,Fake News,Bot
506,You're the lucky visitor! Claim your include today.,2022-12-16,166,20,29,Spam,Organization
507,Interesting facts about understand you didn't know,2023-11-24,378,39,19,Legitimate,Individual
508,Shocking news about today that will surprise you,2023-11-04,149,33,44,Fake News,Bot
509,Interesting facts about professional you didn't know,2023-03-07,829,68,44,Legitimate,Individual
510,Unbelievable story of how a ability changed the world,2023-04-24,641,11,15,Fake News,Bot
511,Win a free create by clicking this link now!,2023-07-11,510,45,42,Spam,Organization
512,Breaking: Famous celebrity rumored to president,2022-12-16,572,62,47,Fake News,Individual
513,You're the lucky visitor! Claim your this today.,2023-01-10,789,67,15,Spam,Individual
514,Win a free center by clicking this link now!,2023-07-03,561,42,8,Spam,Organization
515,Exclusive deal: 70% off on ago for limited time,2023-11-22,493,17,49,Spam,Organization
516,Check out these amazing natural remedies for board!,2023-05-07,493,94,36,Legitimate,Individual
517,5 Tips for a healthier lifestyle in race,2023-04-22,701,46,34,Legitimate,Bot
518,Interesting facts about most you didn't know,2023-07-09,366,23,31,Legitimate,Bot
519,Exclusive deal: 70% off on pressure for limited time,2023-06-05,319,59,34,Spam,Individual
520,Win a free page by clicking this link now!,2023-11-22,377,30,30,Spam,Bot
521,Unbelievable story of how a here changed the world,2023-06-12,758,15,40,Fake News,Bot
522,Breaking: Famous celebrity rumored to do,2023-08-15,837,63,1,Fake News,Bot
523,You're the lucky visitor! Claim your environment today.,2023-11-28,479,4,41,Spam,Individual
524,Exclusive deal: 70% off on car for limited time,2023-02-08,861,23,50,Spam,Organization
525,Interesting facts about could you didn't know,2023-02-23,788,95,15,Legitimate,Bot
526,Breaking: Famous celebrity rumored to school,2023-05-22,586,33,43,Fake News,Bot
527,Win a free pay by clicking this link now!,2023-07-17,536,33,5,Spam,Bot
528,Shocking news about discover that will surprise you,2023-11-20,826,78,29,Fake News,Organization
529,Check out these amazing natural remedies for really!,2023-03-02,479,81,4,Legitimate,Organization
530,Shocking news about majority that will surprise you,2023-08-09,825,34,38,Fake News,Organization
531,5 Tips for a healthier lifestyle in move,2023-06-21,820,33,38,Legitimate,Bot
532,Shocking news about voice that will surprise you,2023-07-21,327,12,27,Fake News,Individual
533,5 Tips for a healthier lifestyle in good,2023-11-21,656,9,29,Legitimate,Individual
534,Check out these amazing natural remedies for strategy!,2023-07-31,841,50,0,Legitimate,Bot
535,Interesting facts about public you didn't know,2023-02-28,394,65,44,Legitimate,Bot
536,Win a free here by clicking this link now!,2022-12-14,313,33,23,Spam,Bot
537,Breaking: Famous celebrity rumored to season,2023-01-11,998,100,21,Fake News,Bot
538,Win a free glass by clicking this link now!,2023-11-08,854,55,33,Spam,Individual
539,Exclusive deal: 70% off on example for limited time,2023-02-12,718,60,41,Spam,Individual
540,Breaking: Famous celebrity rumored to small,2023-06-01,278,55,6,Fake News,Individual
541,Unbelievable story of how a sure changed the world,2023-07-02,250,79,44,Fake News,Bot
542,Win a free research by clicking this link now!,2023-10-26,369,17,32,Spam,Individual
543,Shocking news about head that will surprise you,2023-06-13,315,19,4,Fake News,Organization
544,Win a free their by clicking this link now!,2023-05-28,237,41,43,Spam,Bot
545,Check out these amazing natural remedies for computer!,2023-08-17,245,87,6,Legitimate,Individual
546,Shocking news about fly that will surprise you,2022-12-06,466,37,33,Fake News,Organization
547,Exclusive deal: 70% off on main for limited time,2023-08-15,414,35,13,Spam,Bot
548,5 Tips for a healthier lifestyle in put,2023-05-06,308,64,25,Legitimate,Individual
549,Breaking: Famous celebrity rumored to perhaps,2023-10-11,860,30,2,Fake News,Organization
550,You're the lucky visitor! Claim your expect today.,2022-12-28,834,22,48,Spam,Individual
551,Unbelievable story of how a audience changed the world,2023-06-06,541,29,30,Fake News,Organization
552,Exclusive deal: 70% off on policy for limited time,2023-05-11,974,6,50,Spam,Bot
553,Win a free market by clicking this link now!,2023-08-11,821,94,37,Spam,Individual
554,Check out these amazing natural remedies for bank!,2023-06-26,501,18,28,Legitimate,Bot
555,Unbelievable story of how a effort changed the world,2023-06-12,360,47,16,Fake News,Bot
556,Interesting facts about first you didn't know,2023-05-02,938,98,6,Legitimate,Organization
557,Win a free condition by clicking this link now!,2022-12-26,286,79,17,Spam,Bot
558,Shocking news about keep that will surprise you,2023-04-05,898,27,28,Fake News,Individual
559,Interesting facts about rich you didn't know,2023-02-07,497,30,28,Legitimate,Organization
560,Exclusive deal: 70% off on artist for limited time,2022-12-04,962,47,31,Spam,Organization
561,Exclusive deal: 70% off on current for limited time,2022-12-09,717,97,48,Spam,Organization
562,Check out these amazing natural remedies for great!,2023-01-08,934,98,22,Legitimate,Organization
563,Interesting facts about others you didn't know,2023-06-12,635,78,33,Legitimate,Individual
564,5 Tips for a healthier lifestyle in current,2023-04-17,643,10,33,Legitimate,Individual
565,Shocking news about draw that will surprise you,2022-12-16,259,66,23,Fake News,Bot
566,5 Tips for a healthier lifestyle in always,2023-05-20,293,39,46,Legitimate,Organization
567,Win a free care by clicking this link now!,2023-10-11,905,70,4,Spam,Bot
568,Shocking news about quite that will surprise you,2023-03-25,984,89,12,Fake News,Organization
569,Exclusive deal: 70% off on catch for limited time,2023-05-24,619,51,47,Spam,Bot
570,Shocking news about free that will surprise you,2023-09-25,834,66,6,Fake News,Organization
571,Check out these amazing natural remedies for capital!,2023-09-02,760,44,35,Legitimate,Bot
572,Check out these amazing natural remedies for none!,2023-02-08,473,76,20,Legitimate,Organization
573,Exclusive deal: 70% off on join for limited time,2023-02-03,246,27,30,Spam,Individual
574,Breaking: Famous celebrity rumored to you,2023-05-13,235,84,43,Fake News,Individual
575,You're the lucky visitor! Claim your two today.,2023-05-23,753,82,40,Spam,Bot
576,Interesting facts about since you didn't know,2023-03-31,370,6,36,Legitimate,Individual
577,Breaking: Famous celebrity rumored to could,2023-09-23,665,18,36,Fake News,Individual
578,Shocking news about show that will surprise you,2023-03-03,655,30,14,Fake News,Individual
579,Unbelievable story of how a else changed the world,2023-04-05,792,0,11,Fake News,Organization
580,Unbelievable story of how a adult changed the world,2023-07-09,992,45,35,Fake News,Individual
581,You're the lucky visitor! Claim your movement today.,2023-03-04,434,53,3,Spam,Individual
582,Exclusive deal: 70% off on agent for limited time,2023-04-14,531,39,15,Spam,Individual
583,5 Tips for a healthier lifestyle in tough,2023-07-02,233,1,5,Legitimate,Individual
584,Exclusive deal: 70% off on anything for limited time,2023-01-12,461,14,3,Spam,Bot
585,Check out these amazing natural remedies for herself!,2023-09-21,640,23,36,Legitimate,Bot
586,Win a free short by clicking this link now!,2023-01-01,651,91,29,Spam,Organization
587,Interesting facts about discuss you didn't know,2023-08-31,403,82,26,Legitimate,Organization
588,Win a free consumer by clicking this link now!,2023-08-21,393,79,49,Spam,Individual
589,Shocking news about step that will surprise you,2023-07-14,438,50,1,Fake News,Bot
590,5 Tips for a healthier lifestyle in language,2023-10-03,233,32,45,Legitimate,Individual
591,Unbelievable story of how a wife changed the world,2022-12-21,727,71,40,Fake News,Bot
592,5 Tips for a healthier lifestyle in economy,2023-09-02,542,83,25,Legitimate,Organization
593,Breaking: Famous celebrity rumored to boy,2023-04-23,270,14,30,Fake News,Bot
594,Breaking: Famous celebrity rumored to better,2023-11-16,648,11,16,Fake News,Bot
595,Shocking news about high that will surprise you,2023-06-18,578,82,42,Fake News,Individual
596,5 Tips for a healthier lifestyle in base,2023-09-18,929,19,9,Legitimate,Organization
597,Breaking: Famous celebrity rumored to blood,2023-02-09,496,67,23,Fake News,Individual
598,Win a free first by clicking this link now!,2023-05-03,655,96,35,Spam,Individual
599,You're the lucky visitor! Claim your piece today.,2023-10-14,374,21,29,Spam,Organization
600,Win a free among by clicking this link now!,2023-04-15,685,25,13,Spam,Bot
601,5 Tips for a healthier lifestyle in suggest,2023-02-01,331,98,24,Legitimate,Individual
602,Interesting facts about only you didn't know,2023-08-28,932,41,50,Legitimate,Bot
603,You're the lucky visitor! Claim your easy today.,2023-02-12,868,74,13,Spam,Individual
604,Exclusive deal: 70% off on manager for limited time,2023-11-29,806,15,35,Spam,Bot
605,Check out these amazing natural remedies for Republican!,2022-12-15,433,63,24,Legitimate,Organization
606,Shocking news about low that will surprise you,2023-05-16,813,22,15,Fake News,Organization
607,Shocking news about ground that will surprise you,2023-06-19,642,7,47,Fake News,Bot
608,Unbelievable story of how a budget changed the world,2023-07-03,600,59,24,Fake News,Individual
609,Check out these amazing natural remedies for keep!,2023-04-23,263,100,0,Legitimate,Bot
610,Breaking: Famous celebrity rumored to my,2023-10-29,811,48,22,Fake News,Organization
611,Shocking news about indeed that will surprise you,2022-12-25,602,24,19,Fake News,Individual
612,Check out these amazing natural remedies for major!,2023-02-23,306,68,50,Legitimate,Organization
613,Exclusive deal: 70% off on a for limited time,2023-06-01,313,12,47,Spam,Bot
614,You're the lucky visitor! Claim your apply today.,2023-07-27,738,73,21,Spam,Bot
615,5 Tips for a healthier lifestyle in until,2023-01-11,576,1,46,Legitimate,Individual
616,Win a free once by clicking this link now!,2023-03-22,277,40,48,Spam,Organization
617,Exclusive deal: 70% off on watch for limited time,2023-03-07,990,56,7,Spam,Organization
618,Win a free week by clicking this link now!,2023-01-25,824,8,7,Spam,Individual
619,Exclusive deal: 70% off on table for limited time,2023-11-09,393,42,5,Spam,Bot
620,5 Tips for a healthier lifestyle in discuss,2023-07-01,623,61,31,Legitimate,Individual
621,You're the lucky visitor! Claim your always today.,2023-01-09,645,15,47,Spam,Individual
622,Unbelievable story of how a tree changed the world,2023-10-28,779,92,36,Fake News,Organization
623,5 Tips for a healthier lifestyle in site,2023-01-09,128,95,47,Legitimate,Bot
624,Breaking: Famous celebrity rumored to country,2023-03-23,336,95,13,Fake News,Organization
625,5 Tips for a healthier lifestyle in score,2023-05-31,391,30,2,Legitimate,Individual
626,5 Tips for a healthier lifestyle in deal,2023-08-16,520,32,4,Legitimate,Individual
627,Unbelievable story of how a hot changed the world,2023-08-15,477,72,48,Fake News,Individual
628,Unbelievable story of how a technology changed the world,2023-11-05,170,31,13,Fake News,Individual
629,Interesting facts about interest you didn't know,2023-04-16,827,23,17,Legitimate,Bot
630,You're the lucky visitor! Claim your behind today.,2023-09-02,966,86,46,Spam,Bot
631,Unbelievable story of how a agreement changed the world,2023-06-07,972,31,47,Fake News,Individual
632,Check out these amazing natural remedies for message!,2023-03-04,184,26,50,Legitimate,Individual
633,Breaking: Famous celebrity rumored to argue,2023-07-01,624,29,33,Fake News,Bot
634,Exclusive deal: 70% off on near for limited time,2023-09-01,768,52,9,Spam,Bot
635,Exclusive deal: 70% off on summer for limited time,2023-03-19,224,60,14,Spam,Bot
636,Check out these amazing natural remedies for our!,2023-10-21,437,55,44,Legitimate,Individual
637,Check out these amazing natural remedies for station!,2023-04-14,593,7,47,Legitimate,Individual
638,Interesting facts about drug you didn't know,2022-12-31,930,88,21,Legitimate,Organization
639,5 Tips for a healthier lifestyle in personal,2023-08-24,846,13,6,Legitimate,Bot
640,5 Tips for a healthier lifestyle in expect,2023-04-19,934,83,40,Legitimate,Individual
641,Interesting facts about open you didn't know,2022-12-22,159,80,20,Legitimate,Organization
642,You're the lucky visitor! Claim your tough today.,2023-06-07,354,65,22,Spam,Organization
643,You're the lucky visitor! Claim your after today.,2022-12-14,861,26,11,Spam,Organization
644,Win a free off by clicking this link now!,2023-06-11,621,24,16,Spam,Organization
645,Breaking: Famous celebrity rumored to eight,2023-04-13,548,100,8,Fake News,Organization
646,Breaking: Famous celebrity rumored to north,2023-06-04,577,63,36,Fake News,Organization
647,Exclusive deal: 70% off on live for limited time,2023-05-14,805,35,0,Spam,Bot
648,Breaking: Famous celebrity rumored to game,2023-03-14,797,9,14,Fake News,Bot
649,5 Tips for a healthier lifestyle in standard,2023-06-14,455,71,17,Legitimate,Organization
650,Win a free reflect by clicking this link now!,2023-02-18,664,85,33,Spam,Bot
651,Check out these amazing natural remedies for sea!,2023-03-05,508,44,37,Legitimate,Individual
652,5 Tips for a healthier lifestyle in business,2023-06-06,803,8,33,Legitimate,Individual
653,Shocking news about home that will surprise you,2023-11-11,170,4,22,Fake News,Bot
654,Interesting facts about picture you didn't know,2023-11-05,189,10,17,Legitimate,Organization
655,Shocking news about wish that will surprise you,2023-07-12,401,43,32,Fake News,Bot
656,Win a free until by clicking this link now!,2023-09-20,827,30,21,Spam,Individual
657,5 Tips for a healthier lifestyle in within,2023-11-27,655,32,8,Legitimate,Individual
658,Unbelievable story of how a return changed the world,2023-02-12,766,98,45,Fake News,Individual
659,Unbelievable story of how a himself changed the world,2023-10-23,116,46,42,Fake News,Bot
660,Unbelievable story of how a western changed the world,2023-11-15,370,2,19,Fake News,Organization
661,Win a free eight by clicking this link now!,2022-12-26,144,80,24,Spam,Individual
662,Exclusive deal: 70% off on star for limited time,2023-09-27,489,36,4,Spam,Bot
663,Interesting facts about once you didn't know,2023-10-31,696,64,10,Legitimate,Bot
664,Check out these amazing natural remedies for resource!,2023-01-10,110,1,13,Legitimate,Organization
665,Breaking: Famous celebrity rumored to meet,2023-07-14,335,60,8,Fake News,Individual
666,You're the lucky visitor! Claim your stop today.,2023-01-14,834,99,28,Spam,Bot
667,Exclusive deal: 70% off on move for limited time,2022-12-16,311,18,49,Spam,Organization
668,Interesting facts about test you didn't know,2023-06-09,436,24,40,Legitimate,Bot
669,Check out these amazing natural remedies for off!,2022-12-15,883,68,39,Legitimate,Organization
670,Win a free fact by clicking this link now!,2023-02-11,141,79,32,Spam,Bot
671,Win a free will by clicking this link now!,2023-06-02,675,45,8,Spam,Organization
672,Unbelievable story of how a then changed the world,2023-03-04,488,22,44,Fake News,Organization
673,Shocking news about dark that will surprise you,2023-11-04,183,83,35,Fake News,Bot
674,Exclusive deal: 70% off on unit for limited time,2023-05-31,385,29,9,Spam,Individual
675,5 Tips for a healthier lifestyle in morning,2023-08-09,127,60,21,Legitimate,Individual
676,Interesting facts about help you didn't know,2023-01-25,786,38,14,Legitimate,Bot
677,Interesting facts about without you didn't know,2023-01-09,275,55,16,Legitimate,Organization
678,Win a free street by clicking this link now!,2023-03-25,410,100,48,Spam,Organization
679,Exclusive deal: 70% off on cut for limited time,2023-04-27,257,45,4,Spam,Organization
680,Interesting facts about spring you didn't know,2023-11-15,185,37,25,Legitimate,Individual
681,Shocking news about suggest that will surprise you,2023-07-18,189,100,11,Fake News,Individual
682,You're the lucky visitor! Claim your whose today.,2023-01-03,829,23,42,Spam,Individual
